state,business_activity,loss_type,period,gram,milligram,milliliter,unit
IL,REVERSE DISTRIBUTOR,PACKAGING DISCREPANCY,2020,0.0,0.0,0.0,200.0
IL,REVERSE DISTRIBUTOR,PACKAGING DISCREPANCY,2021,0.0,0.0,0.0,0.0
IL,REVERSE DISTRIBUTOR,PACKAGING DISCREPANCY,JAN-SEP 2022,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,EMPLOYEE THEFT (OR SUSPECTED),2010,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,EMPLOYEE THEFT (OR SUSPECTED),2011,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,EMPLOYEE THEFT (OR SUSPECTED),2012,0.0,0.0,0.0,242.710007
IL,TEACHING INSTITUTION,EMPLOYEE THEFT (OR SUSPECTED),2013,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,EMPLOYEE THEFT (OR SUSPECTED),2014,0.0,0.0,34.0,0.0
IL,TEACHING INSTITUTION,EMPLOYEE THEFT (OR SUSPECTED),2015,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,EMPLOYEE THEFT (OR SUSPECTED),2016,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,EMPLOYEE THEFT (OR SUSPECTED),2017,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,EMPLOYEE THEFT (OR SUSPECTED),2018,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,EMPLOYEE THEFT (OR SUSPECTED),2019,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,EMPLOYEE THEFT (OR SUSPECTED),2020,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,EMPLOYEE THEFT (OR SUSPECTED),2021,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,EMPLOYEE THEFT (OR SUSPECTED),JAN-SEP 2022,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,LOSS IN TRANSIT,2010,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,LOSS IN TRANSIT,2011,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,LOSS IN TRANSIT,2012,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,LOSS IN TRANSIT,2013,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,LOSS IN TRANSIT,2014,0.0,0.0,50.0,0.0
IL,TEACHING INSTITUTION,LOSS IN TRANSIT,2015,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,LOSS IN TRANSIT,2016,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,LOSS IN TRANSIT,2017,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,LOSS IN TRANSIT,2018,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,LOSS IN TRANSIT,2019,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,LOSS IN TRANSIT,2020,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,LOSS IN TRANSIT,2021,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,LOSS IN TRANSIT,JAN-SEP 2022,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,OTHER,2010,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,OTHER,2011,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,OTHER,2012,0.0,0.0,0.0,35.68
IL,TEACHING INSTITUTION,OTHER,2013,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,OTHER,2014,0.0,0.0,95.5,0.0
IL,TEACHING INSTITUTION,OTHER,2015,0.0,0.0,52.0,0.0
IL,TEACHING INSTITUTION,OTHER,2016,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,OTHER,2017,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,OTHER,2018,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,OTHER,2019,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,OTHER,2020,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,OTHER,2021,0.0,0.0,0.0,0.0
IL,TEACHING INSTITUTION,OTHER,JAN-SEP 2022,0.0,0.0,0.0,0.0
IN,ANALYTICAL LAB,LOSS IN TRANSIT,2010,0.0,0.0,0.0,0.0
IN,ANALYTICAL LAB,LOSS IN TRANSIT,2011,0.0,0.0,0.0,0.0
IN,ANALYTICAL LAB,LOSS IN TRANSIT,2012,0.0,0.0,0.0,0.0
IN,ANALYTICAL LAB,LOSS IN TRANSIT,2013,0.0,0.0,0.0,0.0
IN,ANALYTICAL LAB,LOSS IN TRANSIT,2014,0.0,0.0,0.0,0.0
IN,ANALYTICAL LAB,LOSS IN TRANSIT,2015,0.0,0.0,0.0,0.0
IN,ANALYTICAL LAB,LOSS IN TRANSIT,2016,0.0,0.0,0.0,0.0
IN,ANALYTICAL LAB,LOSS IN TRANSIT,2017,0.0,0.0,0.0,0.0
IN,ANALYTICAL LAB,LOSS IN TRANSIT,2018,0.0,0.0,0.0,0.0
IN,ANALYTICAL LAB,LOSS IN TRANSIT,2019,0.0,0.0,0.035,0.0
IN,ANALYTICAL LAB,LOSS IN TRANSIT,2020,0.0,0.0,0.0,0.0
IN,ANALYTICAL LAB,LOSS IN TRANSIT,2021,0.0,0.0,0.0,0.0
IN,ANALYTICAL LAB,LOSS IN TRANSIT,JAN-SEP 2022,0.0,0.0,0.0,0.0
IN,ANALYTICAL LAB,OTHER,2010,0.0,0.0,0.0,0.0
IN,ANALYTICAL LAB,OTHER,2011,0.0,0.0,0.0,0.0
IN,ANALYTICAL LAB,OTHER,2012,0.0,0.0,0.0,0.0
IN,ANALYTICAL LAB,OTHER,2013,0.0,0.0,0.0,0.0
IN,ANALYTICAL LAB,OTHER,2014,0.0,0.0,0.0,0.0
IN,ANALYTICAL LAB,OTHER,2015,0.0,0.0,0.0,0.0
IN,ANALYTICAL LAB,OTHER,2016,0.0622,0.0,0.0,0.0
IN,ANALYTICAL LAB,OTHER,2017,0.0,0.0,0.0,144.0
IN,ANALYTICAL LAB,OTHER,2018,0.0,0.0,25.817999999999998,0.0
IN,ANALYTICAL LAB,OTHER,2019,0.0,0.0,0.0,0.0
IN,ANALYTICAL LAB,OTHER,2020,0.0,0.0,0.0,0.0
IN,ANALYTICAL LAB,OTHER,2021,0.0,0.0,0.0,0.0
IN,ANALYTICAL LAB,OTHER,JAN-SEP 2022,0.0,0.0,0.0,0.0
IN,CANINE HANDLER,"DISASTER (FIRE, WEATHER, ETC.)",2010,0.0,0.0,0.0,0.0
IN,CANINE HANDLER,"DISASTER (FIRE, WEATHER, ETC.)",2011,0.0,0.0,0.0,0.0
IN,CANINE HANDLER,"DISASTER (FIRE, WEATHER, ETC.)",2012,0.0,0.0,0.0,0.0
IN,CANINE HANDLER,"DISASTER (FIRE, WEATHER, ETC.)",2013,0.0,0.0,0.0,0.0
IN,CANINE HANDLER,"DISASTER (FIRE, WEATHER, ETC.)",2014,0.0,0.0,0.0,0.0
IN,CANINE HANDLER,"DISASTER (FIRE, WEATHER, ETC.)",2015,0.0,0.0,0.0,0.0
IN,CANINE HANDLER,"DISASTER (FIRE, WEATHER, ETC.)",2016,0.0,0.0,0.0,0.0
IN,CANINE HANDLER,"DISASTER (FIRE, WEATHER, ETC.)",2017,0.0,0.0,0.0,0.0
IN,CANINE HANDLER,"DISASTER (FIRE, WEATHER, ETC.)",2018,0.0,0.0,0.0,0.0
IN,CANINE HANDLER,"DISASTER (FIRE, WEATHER, ETC.)",2019,4.0,0.0,0.0,0.0
IN,CANINE HANDLER,"DISASTER (FIRE, WEATHER, ETC.)",2020,0.0,0.0,0.0,0.0
IN,CANINE HANDLER,"DISASTER (FIRE, WEATHER, ETC.)",2021,0.0,0.0,0.0,0.0
IN,CANINE HANDLER,"DISASTER (FIRE, WEATHER, ETC.)",JAN-SEP 2022,0.0,0.0,0.0,0.0
IN,CANINE HANDLER,OTHER,2010,0.0,0.0,0.0,31.34
IN,CANINE HANDLER,OTHER,2011,0.0,0.0,0.0,0.0
IN,CANINE HANDLER,OTHER,2012,0.0,0.0,0.0,0.0
IN,CANINE HANDLER,OTHER,2013,0.0,0.0,0.0,0.0
IN,CANINE HANDLER,OTHER,2014,10.0,0.0,0.0,0.0
IN,CANINE HANDLER,OTHER,2015,0.0,0.0,0.0,0.0
IN,CANINE HANDLER,OTHER,2016,0.0,0.0,0.0,0.0
IN,CANINE HANDLER,OTHER,2017,0.0,0.0,0.0,0.0
IN,CANINE HANDLER,OTHER,2018,0.0,0.0,0.0,0.0
IN,CANINE HANDLER,OTHER,2019,0.0,0.0,0.0,0.0
IN,CANINE HANDLER,OTHER,2020,0.0,0.0,0.0,0.0
IN,CANINE HANDLER,OTHER,2021,0.0,0.0,0.0,0.0
IN,CANINE HANDLER,OTHER,JAN-SEP 2022,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,BREAK-IN/BURGLARY,2010,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,BREAK-IN/BURGLARY,2011,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,BREAK-IN/BURGLARY,2012,1230.0,0.0,880.0,6690.0
IN,DISTRIBUTOR,BREAK-IN/BURGLARY,2013,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,BREAK-IN/BURGLARY,2014,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,BREAK-IN/BURGLARY,2015,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,BREAK-IN/BURGLARY,2016,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,BREAK-IN/BURGLARY,2017,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,BREAK-IN/BURGLARY,2018,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,BREAK-IN/BURGLARY,2019,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,BREAK-IN/BURGLARY,2020,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,BREAK-IN/BURGLARY,2021,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,BREAK-IN/BURGLARY,JAN-SEP 2022,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,"DISASTER (FIRE, WEATHER, ETC.)",2010,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,"DISASTER (FIRE, WEATHER, ETC.)",2011,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,"DISASTER (FIRE, WEATHER, ETC.)",2012,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,"DISASTER (FIRE, WEATHER, ETC.)",2013,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,"DISASTER (FIRE, WEATHER, ETC.)",2014,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,"DISASTER (FIRE, WEATHER, ETC.)",2015,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,"DISASTER (FIRE, WEATHER, ETC.)",2016,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,"DISASTER (FIRE, WEATHER, ETC.)",2017,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,"DISASTER (FIRE, WEATHER, ETC.)",2018,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,"DISASTER (FIRE, WEATHER, ETC.)",2019,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,"DISASTER (FIRE, WEATHER, ETC.)",2020,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,"DISASTER (FIRE, WEATHER, ETC.)",2021,0.0,0.0,50.0,0.0
IN,DISTRIBUTOR,"DISASTER (FIRE, WEATHER, ETC.)",JAN-SEP 2022,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,EMPLOYEE THEFT (OR SUSPECTED),2010,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,EMPLOYEE THEFT (OR SUSPECTED),2011,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,EMPLOYEE THEFT (OR SUSPECTED),2012,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,EMPLOYEE THEFT (OR SUSPECTED),2013,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,EMPLOYEE THEFT (OR SUSPECTED),2014,0.0,0.0,0.0,900.0
IN,DISTRIBUTOR,EMPLOYEE THEFT (OR SUSPECTED),2015,0.0,0.0,0.0,2200.0
IN,DISTRIBUTOR,EMPLOYEE THEFT (OR SUSPECTED),2016,0.0,0.0,0.0,3503.0
IN,DISTRIBUTOR,EMPLOYEE THEFT (OR SUSPECTED),2017,0.0,0.0,0.0,3323.0
IN,DISTRIBUTOR,EMPLOYEE THEFT (OR SUSPECTED),2018,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,EMPLOYEE THEFT (OR SUSPECTED),2019,0.0,0.0,0.0,10.0
IN,DISTRIBUTOR,EMPLOYEE THEFT (OR SUSPECTED),2020,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,EMPLOYEE THEFT (OR SUSPECTED),2021,0.0,0.0,671328.0,0.0
IN,DISTRIBUTOR,EMPLOYEE THEFT (OR SUSPECTED),JAN-SEP 2022,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,HIJACKING OF TRANSPORT VEHICLE,2010,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,HIJACKING OF TRANSPORT VEHICLE,2011,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,HIJACKING OF TRANSPORT VEHICLE,2012,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,HIJACKING OF TRANSPORT VEHICLE,2013,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,HIJACKING OF TRANSPORT VEHICLE,2014,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,HIJACKING OF TRANSPORT VEHICLE,2015,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,HIJACKING OF TRANSPORT VEHICLE,2016,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,HIJACKING OF TRANSPORT VEHICLE,2017,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,HIJACKING OF TRANSPORT VEHICLE,2018,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,HIJACKING OF TRANSPORT VEHICLE,2019,0.0,0.0,3.0,1670.0
IN,DISTRIBUTOR,HIJACKING OF TRANSPORT VEHICLE,2020,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,HIJACKING OF TRANSPORT VEHICLE,2021,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,HIJACKING OF TRANSPORT VEHICLE,JAN-SEP 2022,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,LOSS IN TRANSIT,2010,1800.0,0.0,0.0,128406.0
IN,DISTRIBUTOR,LOSS IN TRANSIT,2011,0.0,0.0,2730.0,47127.0
IN,DISTRIBUTOR,LOSS IN TRANSIT,2012,1920.0,0.0,100.0,14098.0
IN,DISTRIBUTOR,LOSS IN TRANSIT,2013,946.0,0.0,330.0,22318.0
IN,DISTRIBUTOR,LOSS IN TRANSIT,2014,0.0,0.0,20.0,18.0
IN,DISTRIBUTOR,LOSS IN TRANSIT,2015,300.0,388.0,5035.0,23913.0
IN,DISTRIBUTOR,LOSS IN TRANSIT,2016,0.0,0.0,51.0,8378.0
IN,DISTRIBUTOR,LOSS IN TRANSIT,2017,0.0,0.0,643.0,988.0
IN,DISTRIBUTOR,LOSS IN TRANSIT,2018,150.0,0.0,2458.0,21590.0
IN,DISTRIBUTOR,LOSS IN TRANSIT,2019,0.0,1215.0,4555.0,1980.0
IN,DISTRIBUTOR,LOSS IN TRANSIT,2020,0.0,1215.0,220.0,6568.0
IN,DISTRIBUTOR,LOSS IN TRANSIT,2021,0.0,1215.0,2280.0,6671.0
IN,DISTRIBUTOR,LOSS IN TRANSIT,JAN-SEP 2022,0.0,0.0,3609.0,7720.0
IN,DISTRIBUTOR,OTHER,2010,0.0,0.0,0.0,5476.0
IN,DISTRIBUTOR,OTHER,2011,1892.0,0.0,0.0,210.0
IN,DISTRIBUTOR,OTHER,2012,30.0,0.0,0.0,100.0
IN,DISTRIBUTOR,OTHER,2013,0.0,0.0,151.0,100.0
IN,DISTRIBUTOR,OTHER,2014,0.0,0.0,51.0,2000.0
IN,DISTRIBUTOR,OTHER,2015,0.0,0.0,1.0,148.0
IN,DISTRIBUTOR,OTHER,2016,0.0,0.0,190.0,7306.0
IN,DISTRIBUTOR,OTHER,2017,0.0,0.0,186.0,725.0
IN,DISTRIBUTOR,OTHER,2018,75.0,0.0,7974.0,4980.0
IN,DISTRIBUTOR,OTHER,2019,0.0,0.0,10.0,500.0
IN,DISTRIBUTOR,OTHER,2020,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,OTHER,2021,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,OTHER,JAN-SEP 2022,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,PACKAGING DISCREPANCY,2010,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,PACKAGING DISCREPANCY,2011,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,PACKAGING DISCREPANCY,2012,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,PACKAGING DISCREPANCY,2013,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,PACKAGING DISCREPANCY,2014,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,PACKAGING DISCREPANCY,2015,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,PACKAGING DISCREPANCY,2016,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,PACKAGING DISCREPANCY,2017,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,PACKAGING DISCREPANCY,2018,0.0,0.0,0.0,0.0
IN,DISTRIBUTOR,PACKAGING DISCREPANCY,2019,0.0,0.0,473.0,2030.0
IN,DISTRIBUTOR,PACKAGING DISCREPANCY,2020,0.0,0.0,1696.0,501.0
IN,DISTRIBUTOR,PACKAGING DISCREPANCY,2021,0.0,0.0,3204.0,2401.0
IN,DISTRIBUTOR,PACKAGING DISCREPANCY,JAN-SEP 2022,0.0,0.0,0.0,0.0
IN,HOSPITAL,BREAK-IN/BURGLARY,2010,0.0,0.0,0.0,0.0
IN,HOSPITAL,BREAK-IN/BURGLARY,2011,0.0,0.0,0.0,0.0
IN,HOSPITAL,BREAK-IN/BURGLARY,2012,0.0,0.0,0.0,0.0
IN,HOSPITAL,BREAK-IN/BURGLARY,2013,0.0,0.0,85.0,0.0
IN,HOSPITAL,BREAK-IN/BURGLARY,2014,0.0,0.0,0.0,0.0
IN,HOSPITAL,BREAK-IN/BURGLARY,2015,0.0,0.0,0.0,78.0
IN,HOSPITAL,BREAK-IN/BURGLARY,2016,0.0,0.0,0.0,100.0
IN,HOSPITAL,BREAK-IN/BURGLARY,2017,0.0,0.0,89.0,0.0
IN,HOSPITAL,BREAK-IN/BURGLARY,2018,0.0,0.0,0.0,0.0
IN,HOSPITAL,BREAK-IN/BURGLARY,2019,0.0,0.0,0.0,0.0
IN,HOSPITAL,BREAK-IN/BURGLARY,2020,0.0,0.0,0.0,0.0
IN,HOSPITAL,BREAK-IN/BURGLARY,2021,0.0,0.0,10.0,0.0
IN,HOSPITAL,BREAK-IN/BURGLARY,JAN-SEP 2022,0.0,0.0,0.0,0.0
IN,HOSPITAL,CUSTOMER THEFT (OR NON EMPLOYEE),2010,0.0,0.0,0.0,390.0
IN,HOSPITAL,CUSTOMER THEFT (OR NON EMPLOYEE),2011,0.0,0.0,0.0,0.0
IN,HOSPITAL,CUSTOMER THEFT (OR NON EMPLOYEE),2012,183.0,0.0,0.0,0.0
IN,HOSPITAL,CUSTOMER THEFT (OR NON EMPLOYEE),2013,0.0,0.0,0.0,0.0
IN,HOSPITAL,CUSTOMER THEFT (OR NON EMPLOYEE),2014,0.0,0.0,1.0,0.0
IN,HOSPITAL,CUSTOMER THEFT (OR NON EMPLOYEE),2015,0.0,0.0,110.0,70.0
IN,HOSPITAL,CUSTOMER THEFT (OR NON EMPLOYEE),2016,0.0,0.0,39.0,40.0
IN,HOSPITAL,CUSTOMER THEFT (OR NON EMPLOYEE),2017,0.0,0.0,95.05,0.0
IN,HOSPITAL,CUSTOMER THEFT (OR NON EMPLOYEE),2018,0.0,0.0,41.0,0.0
IN,HOSPITAL,CUSTOMER THEFT (OR NON EMPLOYEE),2019,0.0,0.0,37.0,3.0
IN,HOSPITAL,CUSTOMER THEFT (OR NON EMPLOYEE),2020,0.0,0.0,0.0,1.0
IN,HOSPITAL,CUSTOMER THEFT (OR NON EMPLOYEE),2021,0.0,0.0,0.0,0.0
IN,HOSPITAL,CUSTOMER THEFT (OR NON EMPLOYEE),JAN-SEP 2022,0.0,0.0,13.3,0.0
IN,HOSPITAL,EMPLOYEE THEFT (OR SUSPECTED),2010,4.0,0.0,59.0,1703.0
IN,HOSPITAL,EMPLOYEE THEFT (OR SUSPECTED),2011,24.0,0.0,273.0,4659.0
IN,HOSPITAL,EMPLOYEE THEFT (OR SUSPECTED),2012,11.0,0.0,74.5,32103.65
IN,HOSPITAL,EMPLOYEE THEFT (OR SUSPECTED),2013,36.0,0.0,2754.0,7247.8
IN,HOSPITAL,EMPLOYEE THEFT (OR SUSPECTED),2014,0.0,0.0,4341.280000000001,881.0
IN,HOSPITAL,EMPLOYEE THEFT (OR SUSPECTED),2015,0.0,0.0,1747.35,1250.0
IN,HOSPITAL,EMPLOYEE THEFT (OR SUSPECTED),2016,0.0,0.0,4523.65,9166.0
IN,HOSPITAL,EMPLOYEE THEFT (OR SUSPECTED),2017,0.0,0.0,3535.525,1444.0
IN,HOSPITAL,EMPLOYEE THEFT (OR SUSPECTED),2018,0.0,0.0,1251.47,1142.0
IN,HOSPITAL,EMPLOYEE THEFT (OR SUSPECTED),2019,0.0,0.0,1778.0499999999997,992.5
IN,HOSPITAL,EMPLOYEE THEFT (OR SUSPECTED),2020,0.0,0.0,8072.009999999999,937.0
IN,HOSPITAL,EMPLOYEE THEFT (OR SUSPECTED),2021,0.0,0.0,1760.1000000000001,434.5
IN,HOSPITAL,EMPLOYEE THEFT (OR SUSPECTED),JAN-SEP 2022,0.0,0.0,424.0100000000001,394.0
IN,HOSPITAL,LOSS IN TRANSIT,2010,10.0,0.0,240.0,489.0
IN,HOSPITAL,LOSS IN TRANSIT,2011,21.0,0.0,495.0,1822.0
IN,HOSPITAL,LOSS IN TRANSIT,2012,0.0,0.0,73.0,1123.0
IN,HOSPITAL,LOSS IN TRANSIT,2013,0.0,0.0,47.0,902.0
IN,HOSPITAL,LOSS IN TRANSIT,2014,0.0,0.0,0.0,650.0
IN,HOSPITAL,LOSS IN TRANSIT,2015,0.0,0.0,0.0,6239.0
IN,HOSPITAL,LOSS IN TRANSIT,2016,0.0,0.0,160.0,8984.0
IN,HOSPITAL,LOSS IN TRANSIT,2017,0.0,0.0,0.0,5603.0
IN,HOSPITAL,LOSS IN TRANSIT,2018,0.0,0.0,0.0,7073.0
IN,HOSPITAL,LOSS IN TRANSIT,2019,0.0,0.0,6.0,8500.0
IN,HOSPITAL,LOSS IN TRANSIT,2020,0.0,0.0,0.0,8962.0
IN,HOSPITAL,LOSS IN TRANSIT,2021,0.0,0.0,72.0,10638.0
IN,HOSPITAL,LOSS IN TRANSIT,JAN-SEP 2022,0.0,0.0,136.0,9205.0
IN,HOSPITAL,OTHER,2010,25.0,0.0,165.0,1579.0
IN,HOSPITAL,OTHER,2011,0.0,0.0,256.0,3057.5
IN,HOSPITAL,OTHER,2012,3.0,0.0,760.0,1438.3
IN,HOSPITAL,OTHER,2013,8.0,0.0,445.0,4339.0
IN,HOSPITAL,OTHER,2014,0.0,0.0,277.0,7889.0
IN,HOSPITAL,OTHER,2015,0.0,0.0,67.64,11594.0
IN,HOSPITAL,OTHER,2016,0.0,0.0,390.2,541.0
IN,HOSPITAL,OTHER,2017,0.0,0.0,404.1,252.0
IN,HOSPITAL,OTHER,2018,0.8,0.0,239.0,467.0
IN,HOSPITAL,OTHER,2019,0.0,0.0,14.0,91.0
IN,HOSPITAL,OTHER,2020,0.0,0.0,0.0,0.0
IN,HOSPITAL,OTHER,2021,0.0,0.0,0.0,0.0
IN,HOSPITAL,OTHER,JAN-SEP 2022,0.0,0.0,0.0,0.0
IN,HOSPITAL,PACKAGING DISCREPANCY,2010,0.0,0.0,0.0,0.0
IN,HOSPITAL,PACKAGING DISCREPANCY,2011,0.0,0.0,0.0,0.0
IN,HOSPITAL,PACKAGING DISCREPANCY,2012,0.0,0.0,0.0,0.0
IN,HOSPITAL,PACKAGING DISCREPANCY,2013,0.0,0.0,0.0,0.0
IN,HOSPITAL,PACKAGING DISCREPANCY,2014,0.0,0.0,0.0,0.0
IN,HOSPITAL,PACKAGING DISCREPANCY,2015,0.0,0.0,0.0,0.0
IN,HOSPITAL,PACKAGING DISCREPANCY,2016,0.0,0.0,0.0,0.0
IN,HOSPITAL,PACKAGING DISCREPANCY,2017,0.0,0.0,0.0,0.0
IN,HOSPITAL,PACKAGING DISCREPANCY,2018,0.0,0.0,0.0,0.0
IN,HOSPITAL,PACKAGING DISCREPANCY,2019,0.0,0.0,25.0,196.0
IN,HOSPITAL,PACKAGING DISCREPANCY,2020,0.0,0.0,178.0,126.0
IN,HOSPITAL,PACKAGING DISCREPANCY,2021,0.0,0.0,17.6,30.0
IN,HOSPITAL,PACKAGING DISCREPANCY,JAN-SEP 2022,0.0,0.0,34.0,256.0
IN,IMPORTER,"DISASTER (FIRE, WEATHER, ETC.)",2010,0.0,0.0,0.0,0.0
IN,IMPORTER,"DISASTER (FIRE, WEATHER, ETC.)",2011,0.0,0.0,0.0,0.0
IN,IMPORTER,"DISASTER (FIRE, WEATHER, ETC.)",2012,0.0,0.0,0.0,0.0
IN,IMPORTER,"DISASTER (FIRE, WEATHER, ETC.)",2013,0.0,0.0,0.0,0.0
IN,IMPORTER,"DISASTER (FIRE, WEATHER, ETC.)",2014,0.0,0.0,0.0,0.0
IN,IMPORTER,"DISASTER (FIRE, WEATHER, ETC.)",2015,0.0,0.0,0.0,0.0
IN,IMPORTER,"DISASTER (FIRE, WEATHER, ETC.)",2016,0.0,0.0,0.0,0.0
IN,IMPORTER,"DISASTER (FIRE, WEATHER, ETC.)",2017,0.0,0.0,0.0,0.0
IN,IMPORTER,"DISASTER (FIRE, WEATHER, ETC.)",2018,0.0,0.0,0.0,0.0
IN,IMPORTER,"DISASTER (FIRE, WEATHER, ETC.)",2019,0.0,0.0,0.0,0.0
IN,IMPORTER,"DISASTER (FIRE, WEATHER, ETC.)",2020,0.0,0.0,0.0,0.0
IN,IMPORTER,"DISASTER (FIRE, WEATHER, ETC.)",2021,0.0,0.0,400.0,0.0
IN,IMPORTER,"DISASTER (FIRE, WEATHER, ETC.)",JAN-SEP 2022,0.0,0.0,0.0,0.0
IN,IMPORTER,OTHER,2010,0.0,0.0,0.0,0.0
IN,IMPORTER,OTHER,2011,0.0,0.0,0.0,0.0
IN,IMPORTER,OTHER,2012,0.0,0.0,0.0,0.0
IN,IMPORTER,OTHER,2013,0.0,0.0,0.0,0.0
IN,IMPORTER,OTHER,2014,0.0,0.0,0.0,0.0
IN,IMPORTER,OTHER,2015,0.0,0.0,0.0,0.0
IN,IMPORTER,OTHER,2016,0.0,0.0,0.0,0.0
IN,IMPORTER,OTHER,2017,0.0,0.0,0.0,0.0
IN,IMPORTER,OTHER,2018,0.0,0.0,10.0,0.0
IN,IMPORTER,OTHER,2019,0.0,0.0,0.0,0.0
IN,IMPORTER,OTHER,2020,0.0,0.0,0.0,0.0
IN,IMPORTER,OTHER,2021,0.0,0.0,0.0,0.0
IN,IMPORTER,OTHER,JAN-SEP 2022,0.0,0.0,0.0,0.0
IN,MANUFACTURER,EMPLOYEE THEFT (OR SUSPECTED),2010,0.0,0.0,0.0,0.0
