state,loss_type,period,count
KS,BREAK-IN/BURGLARY,2013,12
KS,CUSTOMER THEFT (OR NON EMPLOYEE),2013,4
KS,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
KS,EMPLOYEE THEFT (OR SUSPECTED),2013,21
KS,HIJACKING OF TRANSPORT VEHICLE,2013,0
KS,LOSS IN TRANSIT,2013,39
KS,OTHER,2013,57
KS,PACKAGING DISCREPANCY,2013,0
KS,ROBBERY,2013,5
KY,BREAK-IN/BURGLARY,2013,30
KY,CUSTOMER THEFT (OR NON EMPLOYEE),2013,4
KY,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
KY,EMPLOYEE THEFT (OR SUSPECTED),2013,61
KY,HIJACKING OF TRANSPORT VEHICLE,2013,0
KY,LOSS IN TRANSIT,2013,71
KY,OTHER,2013,115
KY,PACKAGING DISCREPANCY,2013,0
KY,ROBBERY,2013,12
LA,BREAK-IN/BURGLARY,2013,19
LA,CUSTOMER THEFT (OR NON EMPLOYEE),2013,4
LA,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
LA,EMPLOYEE THEFT (OR SUSPECTED),2013,60
LA,HIJACKING OF TRANSPORT VEHICLE,2013,0
LA,LOSS IN TRANSIT,2013,72
LA,OTHER,2013,76
LA,PACKAGING DISCREPANCY,2013,0
LA,ROBBERY,2013,2
MA,BREAK-IN/BURGLARY,2013,5
MA,CUSTOMER THEFT (OR NON EMPLOYEE),2013,3
MA,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
MA,EMPLOYEE THEFT (OR SUSPECTED),2013,61
MA,HIJACKING OF TRANSPORT VEHICLE,2013,0
MA,LOSS IN TRANSIT,2013,57
MA,OTHER,2013,274
MA,PACKAGING DISCREPANCY,2013,0
MA,ROBBERY,2013,33
MD,BREAK-IN/BURGLARY,2013,14
MD,CUSTOMER THEFT (OR NON EMPLOYEE),2013,3
MD,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
MD,EMPLOYEE THEFT (OR SUSPECTED),2013,56
MD,HIJACKING OF TRANSPORT VEHICLE,2013,0
MD,LOSS IN TRANSIT,2013,19
MD,OTHER,2013,1293
MD,PACKAGING DISCREPANCY,2013,0
MD,ROBBERY,2013,20
ME,BREAK-IN/BURGLARY,2013,3
ME,CUSTOMER THEFT (OR NON EMPLOYEE),2013,2
ME,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
ME,EMPLOYEE THEFT (OR SUSPECTED),2013,16
ME,LOSS IN TRANSIT,2013,3
ME,OTHER,2013,55
ME,PACKAGING DISCREPANCY,2013,0
ME,ROBBERY,2013,5
MI,BREAK-IN/BURGLARY,2013,126
MI,CUSTOMER THEFT (OR NON EMPLOYEE),2013,12
MI,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
MI,EMPLOYEE THEFT (OR SUSPECTED),2013,94
MI,HIJACKING OF TRANSPORT VEHICLE,2013,0
MI,LOSS IN TRANSIT,2013,50
MI,OTHER,2013,1330
MI,PACKAGING DISCREPANCY,2013,0
MI,ROBBERY,2013,9
MN,BREAK-IN/BURGLARY,2013,7
MN,CUSTOMER THEFT (OR NON EMPLOYEE),2013,5
MN,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
MN,EMPLOYEE THEFT (OR SUSPECTED),2013,61
MN,LOSS IN TRANSIT,2013,9
MN,OTHER,2013,154
MN,PACKAGING DISCREPANCY,2013,0
MN,ROBBERY,2013,5
MO,BREAK-IN/BURGLARY,2013,20
MO,CUSTOMER THEFT (OR NON EMPLOYEE),2013,5
MO,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
MO,EMPLOYEE THEFT (OR SUSPECTED),2013,84
MO,HIJACKING OF TRANSPORT VEHICLE,2013,0
MO,LOSS IN TRANSIT,2013,636
MO,OTHER,2013,182
MO,PACKAGING DISCREPANCY,2013,0
MO,ROBBERY,2013,9
MP,EMPLOYEE THEFT (OR SUSPECTED),2013,0
MP,LOSS IN TRANSIT,2013,0
MS,BREAK-IN/BURGLARY,2013,57
MS,CUSTOMER THEFT (OR NON EMPLOYEE),2013,4
MS,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
MS,EMPLOYEE THEFT (OR SUSPECTED),2013,35
MS,LOSS IN TRANSIT,2013,44
MS,OTHER,2013,57
MS,PACKAGING DISCREPANCY,2013,0
MS,ROBBERY,2013,2
MT,BREAK-IN/BURGLARY,2013,6
MT,CUSTOMER THEFT (OR NON EMPLOYEE),2013,1
MT,EMPLOYEE THEFT (OR SUSPECTED),2013,8
MT,LOSS IN TRANSIT,2013,13
MT,OTHER,2013,18
MT,PACKAGING DISCREPANCY,2013,0
MT,ROBBERY,2013,1
NC,BREAK-IN/BURGLARY,2013,45
NC,CUSTOMER THEFT (OR NON EMPLOYEE),2013,6
NC,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
NC,EMPLOYEE THEFT (OR SUSPECTED),2013,105
NC,HIJACKING OF TRANSPORT VEHICLE,2013,0
NC,LOSS IN TRANSIT,2013,72
NC,OTHER,2013,331
NC,PACKAGING DISCREPANCY,2013,0
NC,ROBBERY,2013,33
ND,BREAK-IN/BURGLARY,2013,2
ND,CUSTOMER THEFT (OR NON EMPLOYEE),2013,0
ND,EMPLOYEE THEFT (OR SUSPECTED),2013,7
ND,LOSS IN TRANSIT,2013,3
ND,OTHER,2013,20
ND,PACKAGING DISCREPANCY,2013,0
ND,ROBBERY,2013,0
NE,BREAK-IN/BURGLARY,2013,7
NE,CUSTOMER THEFT (OR NON EMPLOYEE),2013,2
NE,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
NE,EMPLOYEE THEFT (OR SUSPECTED),2013,11
NE,HIJACKING OF TRANSPORT VEHICLE,2013,0
NE,LOSS IN TRANSIT,2013,3
NE,OTHER,2013,22
NE,PACKAGING DISCREPANCY,2013,0
NE,ROBBERY,2013,4
NH,BREAK-IN/BURGLARY,2013,3
NH,CUSTOMER THEFT (OR NON EMPLOYEE),2013,0
NH,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
NH,EMPLOYEE THEFT (OR SUSPECTED),2013,14
NH,LOSS IN TRANSIT,2013,4
NH,OTHER,2013,204
NH,PACKAGING DISCREPANCY,2013,0
NH,ROBBERY,2013,3
NJ,BREAK-IN/BURGLARY,2013,5
NJ,CUSTOMER THEFT (OR NON EMPLOYEE),2013,9
NJ,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
NJ,EMPLOYEE THEFT (OR SUSPECTED),2013,41
NJ,LOSS IN TRANSIT,2013,37
NJ,OTHER,2013,146
NJ,PACKAGING DISCREPANCY,2013,0
NJ,ROBBERY,2013,19
NM,BREAK-IN/BURGLARY,2013,5
NM,CUSTOMER THEFT (OR NON EMPLOYEE),2013,1
NM,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
NM,EMPLOYEE THEFT (OR SUSPECTED),2013,41
NM,LOSS IN TRANSIT,2013,6
NM,OTHER,2013,102
NM,PACKAGING DISCREPANCY,2013,0
NM,ROBBERY,2013,8
NV,BREAK-IN/BURGLARY,2013,2
NV,CUSTOMER THEFT (OR NON EMPLOYEE),2013,1
NV,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
NV,EMPLOYEE THEFT (OR SUSPECTED),2013,22
NV,LOSS IN TRANSIT,2013,62
NV,OTHER,2013,70
NV,PACKAGING DISCREPANCY,2013,0
NV,ROBBERY,2013,2
NY,BREAK-IN/BURGLARY,2013,32
NY,CUSTOMER THEFT (OR NON EMPLOYEE),2013,14
NY,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
NY,EMPLOYEE THEFT (OR SUSPECTED),2013,100
NY,HIJACKING OF TRANSPORT VEHICLE,2013,0
NY,LOSS IN TRANSIT,2013,124
NY,OTHER,2013,369
NY,PACKAGING DISCREPANCY,2013,0
NY,ROBBERY,2013,19
OH,BREAK-IN/BURGLARY,2013,17
OH,CUSTOMER THEFT (OR NON EMPLOYEE),2013,30
OH,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
OH,EMPLOYEE THEFT (OR SUSPECTED),2013,203
OH,HIJACKING OF TRANSPORT VEHICLE,2013,0
OH,LOSS IN TRANSIT,2013,552
OH,OTHER,2013,1203
OH,PACKAGING DISCREPANCY,2013,0
OH,ROBBERY,2013,28
OK,BREAK-IN/BURGLARY,2013,28
OK,CUSTOMER THEFT (OR NON EMPLOYEE),2013,4
OK,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
OK,EMPLOYEE THEFT (OR SUSPECTED),2013,53
OK,HIJACKING OF TRANSPORT VEHICLE,2013,0
OK,LOSS IN TRANSIT,2013,45
OK,OTHER,2013,61
OK,PACKAGING DISCREPANCY,2013,0
OK,ROBBERY,2013,13
OR,BREAK-IN/BURGLARY,2013,8
OR,CUSTOMER THEFT (OR NON EMPLOYEE),2013,1
OR,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
OR,EMPLOYEE THEFT (OR SUSPECTED),2013,27
OR,LOSS IN TRANSIT,2013,48
OR,OTHER,2013,82
OR,PACKAGING DISCREPANCY,2013,0
OR,ROBBERY,2013,8
PA,BREAK-IN/BURGLARY,2013,31
PA,CUSTOMER THEFT (OR NON EMPLOYEE),2013,14
PA,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
PA,EMPLOYEE THEFT (OR SUSPECTED),2013,131
PA,HIJACKING OF TRANSPORT VEHICLE,2013,0
PA,LOSS IN TRANSIT,2013,137
PA,OTHER,2013,491
PA,PACKAGING DISCREPANCY,2013,0
PA,ROBBERY,2013,41
PR,BREAK-IN/BURGLARY,2013,0
PR,CUSTOMER THEFT (OR NON EMPLOYEE),2013,0
PR,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
PR,EMPLOYEE THEFT (OR SUSPECTED),2013,0
PR,HIJACKING OF TRANSPORT VEHICLE,2013,0
PR,LOSS IN TRANSIT,2013,3
PR,OTHER,2013,21
PR,PACKAGING DISCREPANCY,2013,0
PR,ROBBERY,2013,0
RI,BREAK-IN/BURGLARY,2013,0
RI,CUSTOMER THEFT (OR NON EMPLOYEE),2013,3
RI,EMPLOYEE THEFT (OR SUSPECTED),2013,16
RI,LOSS IN TRANSIT,2013,6
RI,OTHER,2013,42
RI,PACKAGING DISCREPANCY,2013,0
RI,ROBBERY,2013,3
SC,BREAK-IN/BURGLARY,2013,18
SC,CUSTOMER THEFT (OR NON EMPLOYEE),2013,0
SC,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
SC,EMPLOYEE THEFT (OR SUSPECTED),2013,54
SC,LOSS IN TRANSIT,2013,172
SC,OTHER,2013,146
SC,PACKAGING DISCREPANCY,2013,0
SC,ROBBERY,2013,22
SD,BREAK-IN/BURGLARY,2013,6
SD,CUSTOMER THEFT (OR NON EMPLOYEE),2013,1
SD,EMPLOYEE THEFT (OR SUSPECTED),2013,10
SD,LOSS IN TRANSIT,2013,6
SD,OTHER,2013,33
SD,PACKAGING DISCREPANCY,2013,0
SD,ROBBERY,2013,0
TN,BREAK-IN/BURGLARY,2013,58
TN,CUSTOMER THEFT (OR NON EMPLOYEE),2013,5
TN,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
TN,EMPLOYEE THEFT (OR SUSPECTED),2013,203
TN,HIJACKING OF TRANSPORT VEHICLE,2013,0
TN,LOSS IN TRANSIT,2013,253
TN,OTHER,2013,664
TN,PACKAGING DISCREPANCY,2013,0
TN,ROBBERY,2013,38
TX,BREAK-IN/BURGLARY,2013,163
TX,CUSTOMER THEFT (OR NON EMPLOYEE),2013,5
TX,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
TX,EMPLOYEE THEFT (OR SUSPECTED),2013,217
TX,HIJACKING OF TRANSPORT VEHICLE,2013,0
TX,LOSS IN TRANSIT,2013,228
TX,OTHER,2013,255
TX,PACKAGING DISCREPANCY,2013,0
TX,ROBBERY,2013,27
UT,BREAK-IN/BURGLARY,2013,2
UT,CUSTOMER THEFT (OR NON EMPLOYEE),2013,2
UT,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
UT,EMPLOYEE THEFT (OR SUSPECTED),2013,29
UT,LOSS IN TRANSIT,2013,27
UT,OTHER,2013,84
UT,PACKAGING DISCREPANCY,2013,0
UT,ROBBERY,2013,1
VA,BREAK-IN/BURGLARY,2013,5
VA,CUSTOMER THEFT (OR NON EMPLOYEE),2013,7
VA,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
VA,EMPLOYEE THEFT (OR SUSPECTED),2013,74
VA,HIJACKING OF TRANSPORT VEHICLE,2013,0
VA,LOSS IN TRANSIT,2013,25
VA,OTHER,2013,367
VA,PACKAGING DISCREPANCY,2013,0
VA,ROBBERY,2013,18
VI,BREAK-IN/BURGLARY,2013,0
VI,EMPLOYEE THEFT (OR SUSPECTED),2013,1
VI,OTHER,2013,0
VT,BREAK-IN/BURGLARY,2013,2
VT,CUSTOMER THEFT (OR NON EMPLOYEE),2013,0
VT,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
VT,EMPLOYEE THEFT (OR SUSPECTED),2013,4
VT,LOSS IN TRANSIT,2013,2
VT,OTHER,2013,19
VT,PACKAGING DISCREPANCY,2013,0
VT,ROBBERY,2013,5
WA,BREAK-IN/BURGLARY,2013,17
WA,CUSTOMER THEFT (OR NON EMPLOYEE),2013,8
WA,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
WA,EMPLOYEE THEFT (OR SUSPECTED),2013,62
WA,LOSS IN TRANSIT,2013,20
WA,OTHER,2013,178
WA,PACKAGING DISCREPANCY,2013,0
WA,ROBBERY,2013,24
WI,BREAK-IN/BURGLARY,2013,8
WI,CUSTOMER THEFT (OR NON EMPLOYEE),2013,6
WI,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
WI,EMPLOYEE THEFT (OR SUSPECTED),2013,36
WI,HIJACKING OF TRANSPORT VEHICLE,2013,0
WI,LOSS IN TRANSIT,2013,98
WI,OTHER,2013,87
WI,PACKAGING DISCREPANCY,2013,0
WI,ROBBERY,2013,21
WV,BREAK-IN/BURGLARY,2013,8
WV,CUSTOMER THEFT (OR NON EMPLOYEE),2013,1
WV,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
WV,EMPLOYEE THEFT (OR SUSPECTED),2013,22
WV,LOSS IN TRANSIT,2013,55
WV,OTHER,2013,29
WV,PACKAGING DISCREPANCY,2013,0
WV,ROBBERY,2013,5
WY,BREAK-IN/BURGLARY,2013,4
WY,CUSTOMER THEFT (OR NON EMPLOYEE),2013,1
WY,"DISASTER (FIRE, WEATHER, ETC.)",2013,0
WY,EMPLOYEE THEFT (OR SUSPECTED),2013,7
WY,LOSS IN TRANSIT,2013,5
WY,OTHER,2013,20
WY,PACKAGING DISCREPANCY,2013,0
WY,ROBBERY,2013,3
AK,BREAK-IN/BURGLARY,2014,4
AK,CUSTOMER THEFT (OR NON EMPLOYEE),2014,1
AK,EMPLOYEE THEFT (OR SUSPECTED),2014,9
AK,LOSS IN TRANSIT,2014,1
AK,OTHER,2014,22
AK,PACKAGING DISCREPANCY,2014,0
AK,ROBBERY,2014,0
AL,BREAK-IN/BURGLARY,2014,81
AL,CUSTOMER THEFT (OR NON EMPLOYEE),2014,3
AL,"DISASTER (FIRE, WEATHER, ETC.)",2014,0
AL,EMPLOYEE THEFT (OR SUSPECTED),2014,63
AL,HIJACKING OF TRANSPORT VEHICLE,2014,0
AL,LOSS IN TRANSIT,2014,81
AL,OTHER,2014,131
AL,PACKAGING DISCREPANCY,2014,0
AL,ROBBERY,2014,9
AP,EMPLOYEE THEFT (OR SUSPECTED),2014,0
AP,LOSS IN TRANSIT,2014,0
AR,BREAK-IN/BURGLARY,2014,37
AR,CUSTOMER THEFT (OR NON EMPLOYEE),2014,1
AR,"DISASTER (FIRE, WEATHER, ETC.)",2014,0
AR,EMPLOYEE THEFT (OR SUSPECTED),2014,51
AR,LOSS IN TRANSIT,2014,39
AR,OTHER,2014,66
AR,PACKAGING DISCREPANCY,2014,0
AR,ROBBERY,2014,6
AS,OTHER,2014,0
AZ,BREAK-IN/BURGLARY,2014,14
AZ,CUSTOMER THEFT (OR NON EMPLOYEE),2014,2
AZ,"DISASTER (FIRE, WEATHER, ETC.)",2014,0
AZ,EMPLOYEE THEFT (OR SUSPECTED),2014,61
AZ,HIJACKING OF TRANSPORT VEHICLE,2014,0
AZ,LOSS IN TRANSIT,2014,2251
AZ,OTHER,2014,177
AZ,PACKAGING DISCREPANCY,2014,0
AZ,ROBBERY,2014,37
CA,BREAK-IN/BURGLARY,2014,123
CA,CUSTOMER THEFT (OR NON EMPLOYEE),2014,48
CA,"DISASTER (FIRE, WEATHER, ETC.)",2014,0
CA,EMPLOYEE THEFT (OR SUSPECTED),2014,177
CA,HIJACKING OF TRANSPORT VEHICLE,2014,0
CA,LOSS IN TRANSIT,2014,144
CA,OTHER,2014,834
CA,PACKAGING DISCREPANCY,2014,0
CA,ROBBERY,2014,99
CO,BREAK-IN/BURGLARY,2014,6
CO,CUSTOMER THEFT (OR NON EMPLOYEE),2014,3
CO,"DISASTER (FIRE, WEATHER, ETC.)",2014,0
CO,EMPLOYEE THEFT (OR SUSPECTED),2014,59
CO,HIJACKING OF TRANSPORT VEHICLE,2014,0
CO,LOSS IN TRANSIT,2014,66
CO,OTHER,2014,136
CO,PACKAGING DISCREPANCY,2014,0
CO,ROBBERY,2014,10
CT,BREAK-IN/BURGLARY,2014,1
CT,CUSTOMER THEFT (OR NON EMPLOYEE),2014,2
CT,"DISASTER (FIRE, WEATHER, ETC.)",2014,0
CT,EMPLOYEE THEFT (OR SUSPECTED),2014,28
CT,HIJACKING OF TRANSPORT VEHICLE,2014,0
CT,LOSS IN TRANSIT,2014,19
CT,OTHER,2014,106
CT,PACKAGING DISCREPANCY,2014,0
CT,ROBBERY,2014,3
DC,BREAK-IN/BURGLARY,2014,0
DC,CUSTOMER THEFT (OR NON EMPLOYEE),2014,0
DC,"DISASTER (FIRE, WEATHER, ETC.)",2014,0
DC,EMPLOYEE THEFT (OR SUSPECTED),2014,2
DC,LOSS IN TRANSIT,2014,2
DC,OTHER,2014,37
DC,PACKAGING DISCREPANCY,2014,0
DC,ROBBERY,2014,0
DE,BREAK-IN/BURGLARY,2014,1
DE,CUSTOMER THEFT (OR NON EMPLOYEE),2014,1
DE,EMPLOYEE THEFT (OR SUSPECTED),2014,5
DE,LOSS IN TRANSIT,2014,15
DE,OTHER,2014,22
DE,PACKAGING DISCREPANCY,2014,0
DE,ROBBERY,2014,3
FL,BREAK-IN/BURGLARY,2014,29
FL,CUSTOMER THEFT (OR NON EMPLOYEE),2014,14
FL,"DISASTER (FIRE, WEATHER, ETC.)",2014,0
FL,EMPLOYEE THEFT (OR SUSPECTED),2014,208
FL,HIJACKING OF TRANSPORT VEHICLE,2014,0
FL,LOSS IN TRANSIT,2014,161
FL,OTHER,2014,472
FL,PACKAGING DISCREPANCY,2014,0
FL,ROBBERY,2014,25
GA,BREAK-IN/BURGLARY,2014,42
GA,CUSTOMER THEFT (OR NON EMPLOYEE),2014,2
GA,"DISASTER (FIRE, WEATHER, ETC.)",2014,0
GA,EMPLOYEE THEFT (OR SUSPECTED),2014,123
GA,LOSS IN TRANSIT,2014,69
GA,OTHER,2014,249
GA,PACKAGING DISCREPANCY,2014,0
GA,ROBBERY,2014,13
GU,BREAK-IN/BURGLARY,2014,0
GU,EMPLOYEE THEFT (OR SUSPECTED),2014,1
GU,OTHER,2014,0
HI,BREAK-IN/BURGLARY,2014,4
HI,CUSTOMER THEFT (OR NON EMPLOYEE),2014,0
HI,"DISASTER (FIRE, WEATHER, ETC.)",2014,0
HI,EMPLOYEE THEFT (OR SUSPECTED),2014,6
HI,LOSS IN TRANSIT,2014,15
HI,OTHER,2014,28
HI,PACKAGING DISCREPANCY,2014,0
HI,ROBBERY,2014,0
IA,BREAK-IN/BURGLARY,2014,4
IA,CUSTOMER THEFT (OR NON EMPLOYEE),2014,4
IA,"DISASTER (FIRE, WEATHER, ETC.)",2014,0
IA,EMPLOYEE THEFT (OR SUSPECTED),2014,25
IA,HIJACKING OF TRANSPORT VEHICLE,2014,0
IA,LOSS IN TRANSIT,2014,19
IA,OTHER,2014,73
IA,PACKAGING DISCREPANCY,2014,0
IA,ROBBERY,2014,7
ID,BREAK-IN/BURGLARY,2014,4
ID,CUSTOMER THEFT (OR NON EMPLOYEE),2014,3
ID,"DISASTER (FIRE, WEATHER, ETC.)",2014,0
ID,EMPLOYEE THEFT (OR SUSPECTED),2014,12
ID,LOSS IN TRANSIT,2014,9
ID,OTHER,2014,55
ID,PACKAGING DISCREPANCY,2014,0
ID,ROBBERY,2014,16
IL,BREAK-IN/BURGLARY,2014,13
IL,CUSTOMER THEFT (OR NON EMPLOYEE),2014,7
IL,"DISASTER (FIRE, WEATHER, ETC.)",2014,0
IL,EMPLOYEE THEFT (OR SUSPECTED),2014,89
IL,LOSS IN TRANSIT,2014,99
IL,OTHER,2014,254
IL,PACKAGING DISCREPANCY,2014,0
IL,ROBBERY,2014,10
IN,BREAK-IN/BURGLARY,2014,6
IN,CUSTOMER THEFT (OR NON EMPLOYEE),2014,15
IN,"DISASTER (FIRE, WEATHER, ETC.)",2014,0
IN,EMPLOYEE THEFT (OR SUSPECTED),2014,99
IN,HIJACKING OF TRANSPORT VEHICLE,2014,0
IN,LOSS IN TRANSIT,2014,30
IN,OTHER,2014,221
IN,PACKAGING DISCREPANCY,2014,0
IN,ROBBERY,2014,78
KS,BREAK-IN/BURGLARY,2014,13
KS,CUSTOMER THEFT (OR NON EMPLOYEE),2014,2
KS,"DISASTER (FIRE, WEATHER, ETC.)",2014,0
KS,EMPLOYEE THEFT (OR SUSPECTED),2014,30
KS,HIJACKING OF TRANSPORT VEHICLE,2014,0
KS,LOSS IN TRANSIT,2014,18
KS,OTHER,2014,50
KS,PACKAGING DISCREPANCY,2014,0
KS,ROBBERY,2014,4
KY,BREAK-IN/BURGLARY,2014,47
KY,CUSTOMER THEFT (OR NON EMPLOYEE),2014,10
KY,"DISASTER (FIRE, WEATHER, ETC.)",2014,0
KY,EMPLOYEE THEFT (OR SUSPECTED),2014,59
KY,HIJACKING OF TRANSPORT VEHICLE,2014,0
KY,LOSS IN TRANSIT,2014,72
KY,OTHER,2014,112
KY,PACKAGING DISCREPANCY,2014,0
KY,ROBBERY,2014,18
LA,BREAK-IN/BURGLARY,2014,44
LA,CUSTOMER THEFT (OR NON EMPLOYEE),2014,3
LA,"DISASTER (FIRE, WEATHER, ETC.)",2014,0
LA,EMPLOYEE THEFT (OR SUSPECTED),2014,49
LA,HIJACKING OF TRANSPORT VEHICLE,2014,0
LA,LOSS IN TRANSIT,2014,24
LA,OTHER,2014,85
LA,PACKAGING DISCREPANCY,2014,0
LA,ROBBERY,2014,6
MA,BREAK-IN/BURGLARY,2014,1
MA,CUSTOMER THEFT (OR NON EMPLOYEE),2014,4
MA,"DISASTER (FIRE, WEATHER, ETC.)",2014,0
MA,EMPLOYEE THEFT (OR SUSPECTED),2014,54
MA,HIJACKING OF TRANSPORT VEHICLE,2014,0
MA,LOSS IN TRANSIT,2014,38
MA,OTHER,2014,233
MA,PACKAGING DISCREPANCY,2014,0
MA,ROBBERY,2014,19
MD,BREAK-IN/BURGLARY,2014,35
MD,CUSTOMER THEFT (OR NON EMPLOYEE),2014,6
MD,"DISASTER (FIRE, WEATHER, ETC.)",2014,0
MD,EMPLOYEE THEFT (OR SUSPECTED),2014,47
MD,HIJACKING OF TRANSPORT VEHICLE,2014,0
MD,LOSS IN TRANSIT,2014,21
MD,OTHER,2014,237
MD,PACKAGING DISCREPANCY,2014,0
MD,ROBBERY,2014,20
ME,BREAK-IN/BURGLARY,2014,2
ME,CUSTOMER THEFT (OR NON EMPLOYEE),2014,2
ME,"DISASTER (FIRE, WEATHER, ETC.)",2014,0
ME,EMPLOYEE THEFT (OR SUSPECTED),2014,16
ME,LOSS IN TRANSIT,2014,2
ME,OTHER,2014,42
ME,PACKAGING DISCREPANCY,2014,0
ME,ROBBERY,2014,8
MI,BREAK-IN/BURGLARY,2014,76
MI,CUSTOMER THEFT (OR NON EMPLOYEE),2014,8
MI,"DISASTER (FIRE, WEATHER, ETC.)",2014,0
MI,EMPLOYEE THEFT (OR SUSPECTED),2014,113
MI,HIJACKING OF TRANSPORT VEHICLE,2014,0
MI,LOSS IN TRANSIT,2014,47
MI,OTHER,2014,1013
MI,PACKAGING DISCREPANCY,2014,0
MI,ROBBERY,2014,10
MN,BREAK-IN/BURGLARY,2014,3
MN,CUSTOMER THEFT (OR NON EMPLOYEE),2014,8
MN,"DISASTER (FIRE, WEATHER, ETC.)",2014,0
MN,EMPLOYEE THEFT (OR SUSPECTED),2014,45
MN,LOSS IN TRANSIT,2014,7
MN,OTHER,2014,173
MN,PACKAGING DISCREPANCY,2014,0
MN,ROBBERY,2014,15
MO,BREAK-IN/BURGLARY,2014,28
MO,CUSTOMER THEFT (OR NON EMPLOYEE),2014,7
MO,"DISASTER (FIRE, WEATHER, ETC.)",2014,0
MO,EMPLOYEE THEFT (OR SUSPECTED),2014,95
MO,HIJACKING OF TRANSPORT VEHICLE,2014,0
MO,LOSS IN TRANSIT,2014,814
MO,OTHER,2014,185
MO,PACKAGING DISCREPANCY,2014,0
MO,ROBBERY,2014,6
MP,EMPLOYEE THEFT (OR SUSPECTED),2014,0
MP,LOSS IN TRANSIT,2014,0
MS,BREAK-IN/BURGLARY,2014,39
MS,CUSTOMER THEFT (OR NON EMPLOYEE),2014,4
MS,"DISASTER (FIRE, WEATHER, ETC.)",2014,0
MS,EMPLOYEE THEFT (OR SUSPECTED),2014,37
MS,LOSS IN TRANSIT,2014,24
MS,OTHER,2014,63
MS,PACKAGING DISCREPANCY,2014,0
MS,ROBBERY,2014,1
MT,BREAK-IN/BURGLARY,2014,4
MT,CUSTOMER THEFT (OR NON EMPLOYEE),2014,0
MT,EMPLOYEE THEFT (OR SUSPECTED),2014,8
MT,LOSS IN TRANSIT,2014,10
MT,OTHER,2014,38
MT,PACKAGING DISCREPANCY,2014,0
MT,ROBBERY,2014,3
NC,BREAK-IN/BURGLARY,2014,45
NC,CUSTOMER THEFT (OR NON EMPLOYEE),2014,2
NC,"DISASTER (FIRE, WEATHER, ETC.)",2014,0
NC,EMPLOYEE THEFT (OR SUSPECTED),2014,118
NC,HIJACKING OF TRANSPORT VEHICLE,2014,0
NC,LOSS IN TRANSIT,2014,60
NC,OTHER,2014,299
NC,PACKAGING DISCREPANCY,2014,0
NC,ROBBERY,2014,31
ND,BREAK-IN/BURGLARY,2014,6
ND,CUSTOMER THEFT (OR NON EMPLOYEE),2014,1
ND,EMPLOYEE THEFT (OR SUSPECTED),2014,9
ND,LOSS IN TRANSIT,2014,11
ND,OTHER,2014,25
ND,PACKAGING DISCREPANCY,2014,0
ND,ROBBERY,2014,2
NE,BREAK-IN/BURGLARY,2014,1
NE,CUSTOMER THEFT (OR NON EMPLOYEE),2014,0
NE,"DISASTER (FIRE, WEATHER, ETC.)",2014,0
NE,EMPLOYEE THEFT (OR SUSPECTED),2014,13
NE,HIJACKING OF TRANSPORT VEHICLE,2014,0
NE,LOSS IN TRANSIT,2014,2
NE,OTHER,2014,33
NE,PACKAGING DISCREPANCY,2014,0
NE,ROBBERY,2014,11
NH,BREAK-IN/BURGLARY,2014,0
NH,CUSTOMER THEFT (OR NON EMPLOYEE),2014,0
NH,"DISASTER (FIRE, WEATHER, ETC.)",2014,0
NH,EMPLOYEE THEFT (OR SUSPECTED),2014,16
NH,LOSS IN TRANSIT,2014,4
NH,OTHER,2014,274
NH,PACKAGING DISCREPANCY,2014,0
NH,ROBBERY,2014,4
NJ,BREAK-IN/BURGLARY,2014,8
NJ,CUSTOMER THEFT (OR NON EMPLOYEE),2014,2
