state,business_activity,period,count
NM,PRACTITIONER,2011,6
NM,TEACHING INSTITUTION,2011,0
NV,DISTRIBUTOR,2011,4
NV,HOSPITAL,2011,36
NV,MANUFACTURER,2011,0
NV,MID LEVEL PRACTITIONER,2011,0
NV,NTP,2011,0
NV,PHARMACY,2011,199
NV,PRACTITIONER,2011,10
NV,RESEARCHER,2011,0
NY,ANALYTICAL LAB,2011,0
NY,DISTRIBUTOR,2011,44
NY,HOSPITAL,2011,95
NY,IMPORTER,2011,0
NY,MANUFACTURER,2011,10
NY,MID LEVEL PRACTITIONER,2011,0
NY,NTP,2011,5
NY,PHARMACY,2011,307
NY,PRACTITIONER,2011,32
NY,RESEARCHER,2011,0
NY,TEACHING INSTITUTION,2011,0
OH,ANALYTICAL LAB,2011,0
OH,DISTRIBUTOR,2011,97
OH,HOSPITAL,2011,154
OH,IMPORTER,2011,0
OH,MANUFACTURER,2011,5
OH,MID LEVEL PRACTITIONER,2011,10
OH,NTP,2011,1
OH,PHARMACY,2011,1174
OH,PRACTITIONER,2011,16
OH,RESEARCHER,2011,1
OH,REVERSE DISTRIBUTOR,2011,0
OH,TEACHING INSTITUTION,2011,0
OK,ANALYTICAL LAB,2011,0
OK,CANINE HANDLER,2011,1
OK,DISTRIBUTOR,2011,9
OK,HOSPITAL,2011,66
OK,MANUFACTURER,2011,9
OK,MID LEVEL PRACTITIONER,2011,4
OK,NTP,2011,0
OK,PHARMACY,2011,117
OK,PRACTITIONER,2011,36
OK,REVERSE DISTRIBUTOR,2011,4
OR,DISTRIBUTOR,2011,7
OR,HOSPITAL,2011,53
OR,MANUFACTURER,2011,0
OR,MID LEVEL PRACTITIONER,2011,1
OR,NTP,2011,0
OR,PHARMACY,2011,83
OR,PRACTITIONER,2011,24
PA,ANALYTICAL LAB,2011,1
PA,DISTRIBUTOR,2011,34
PA,HOSPITAL,2011,164
PA,MANUFACTURER,2011,6
PA,MID LEVEL PRACTITIONER,2011,0
PA,NTP,2011,2
PA,PHARMACY,2011,310
PA,PRACTITIONER,2011,28
PA,RESEARCHER,2011,3
PA,REVERSE DISTRIBUTOR,2011,1
PR,ANALYTICAL LAB,2011,0
PR,CANINE HANDLER,2011,0
PR,DISTRIBUTOR,2011,5
PR,EXPORTER,2011,0
PR,HOSPITAL,2011,0
PR,MANUFACTURER,2011,1
PR,NTP,2011,0
PR,PHARMACY,2011,8
RI,DISTRIBUTOR,2011,6
RI,EXPORTER,2011,0
RI,HOSPITAL,2011,16
RI,MANUFACTURER,2011,0
RI,NTP,2011,2
RI,PHARMACY,2011,33
RI,PRACTITIONER,2011,0
SC,ANALYTICAL LAB,2011,0
SC,CANINE HANDLER,2011,0
SC,DISTRIBUTOR,2011,20
SC,HOSPITAL,2011,48
SC,IMPORTER,2011,0
SC,MANUFACTURER,2011,0
SC,MID LEVEL PRACTITIONER,2011,6
SC,NTP,2011,1
SC,PHARMACY,2011,244
SC,PRACTITIONER,2011,5
SC,RESEARCHER,2011,0
SD,HOSPITAL,2011,34
SD,MID LEVEL PRACTITIONER,2011,0
SD,PHARMACY,2011,13
SD,PRACTITIONER,2011,2
TN,ANALYTICAL LAB,2011,0
TN,DISTRIBUTOR,2011,92
TN,EXPORTER,2011,0
TN,HOSPITAL,2011,222
TN,IMPORTER,2011,0
TN,MANUFACTURER,2011,2
TN,MID LEVEL PRACTITIONER,2011,3
TN,NTP,2011,0
TN,PHARMACY,2011,326
TN,PRACTITIONER,2011,22
TN,RESEARCHER,2011,0
TN,REVERSE DISTRIBUTOR,2011,1
TX,ANALYTICAL LAB,2011,2
TX,CANINE HANDLER,2011,1
TX,DISTRIBUTOR,2011,69
TX,HOSPITAL,2011,305
TX,MANUFACTURER,2011,0
TX,MID LEVEL PRACTITIONER,2011,13
TX,NTP,2011,1
TX,PHARMACY,2011,400
TX,PRACTITIONER,2011,71
TX,RESEARCHER,2011,1
TX,REVERSE DISTRIBUTOR,2011,5
TX,TEACHING INSTITUTION,2011,0
UT,ANALYTICAL LAB,2011,0
UT,DISTRIBUTOR,2011,10
UT,HOSPITAL,2011,55
UT,MANUFACTURER,2011,0
UT,MID LEVEL PRACTITIONER,2011,0
UT,NTP,2011,0
UT,PHARMACY,2011,100
UT,PRACTITIONER,2011,5
UT,RESEARCHER,2011,0
VA,ANALYTICAL LAB,2011,0
VA,CANINE HANDLER,2011,0
VA,DISTRIBUTOR,2011,10
VA,HOSPITAL,2011,67
VA,IMPORTER,2011,0
VA,MANUFACTURER,2011,0
VA,MID LEVEL PRACTITIONER,2011,0
VA,NTP,2011,0
VA,PHARMACY,2011,190
VA,PRACTITIONER,2011,22
VA,RESEARCHER,2011,0
VA,TEACHING INSTITUTION,2011,0
VI,HOSPITAL,2011,0
VI,PHARMACY,2011,1
VT,CANINE HANDLER,2011,0
VT,DISTRIBUTOR,2011,0
VT,HOSPITAL,2011,4
VT,MANUFACTURER,2011,0
VT,MID LEVEL PRACTITIONER,2011,0
VT,NTP,2011,0
VT,PHARMACY,2011,22
VT,PRACTITIONER,2011,2
VT,TEACHING INSTITUTION,2011,1
WA,DISTRIBUTOR,2011,14
WA,HOSPITAL,2011,59
WA,MANUFACTURER,2011,0
WA,MID LEVEL PRACTITIONER,2011,0
WA,NTP,2011,0
WA,PHARMACY,2011,159
WA,PRACTITIONER,2011,22
WA,RESEARCHER,2011,1
WI,DISTRIBUTOR,2011,14
WI,HOSPITAL,2011,33
WI,IMPORTER,2011,0
WI,MID LEVEL PRACTITIONER,2011,0
WI,NTP,2011,0
WI,PHARMACY,2011,71
WI,PRACTITIONER,2011,12
WI,RESEARCHER,2011,0
WI,REVERSE DISTRIBUTOR,2011,51
WV,CANINE HANDLER,2011,0
WV,DISTRIBUTOR,2011,8
WV,HOSPITAL,2011,19
WV,IMPORTER,2011,0
WV,MANUFACTURER,2011,1
WV,MID LEVEL PRACTITIONER,2011,1
WV,NTP,2011,1
WV,PHARMACY,2011,51
WV,PRACTITIONER,2011,5
WY,CANINE HANDLER,2011,0
WY,HOSPITAL,2011,12
WY,IMPORTER,2011,0
WY,MID LEVEL PRACTITIONER,2011,0
WY,PHARMACY,2011,25
WY,PRACTITIONER,2011,3
AK,DISTRIBUTOR,2012,1
AK,HOSPITAL,2012,7
AK,MID LEVEL PRACTITIONER,2012,0
AK,PHARMACY,2012,10
AK,PRACTITIONER,2012,1
AL,ANALYTICAL LAB,2012,0
AL,DISTRIBUTOR,2012,31
AL,EXPORTER,2012,0
AL,HOSPITAL,2012,78
AL,MANUFACTURER,2012,3
AL,MID LEVEL PRACTITIONER,2012,1
AL,NTP,2012,1
AL,PHARMACY,2012,198
AL,PRACTITIONER,2012,10
AL,RESEARCHER,2012,0
AP,HOSPITAL,2012,0
AR,CANINE HANDLER,2012,0
AR,DISTRIBUTOR,2012,46
AR,HOSPITAL,2012,51
AR,MANUFACTURER,2012,1
AR,MID LEVEL PRACTITIONER,2012,0
AR,NTP,2012,0
AR,PHARMACY,2012,92
AR,PRACTITIONER,2012,6
AR,RESEARCHER,2012,0
AS,HOSPITAL,2012,0
AZ,ANALYTICAL LAB,2012,0
AZ,CANINE HANDLER,2012,0
AZ,DISTRIBUTOR,2012,12
AZ,HOSPITAL,2012,52
AZ,MANUFACTURER,2012,0
AZ,MID LEVEL PRACTITIONER,2012,0
AZ,NTP,2012,0
AZ,PHARMACY,2012,923
AZ,PRACTITIONER,2012,32
AZ,RESEARCHER,2012,0
CA,CANINE HANDLER,2012,1
CA,DISTRIBUTOR,2012,66
CA,EXPORTER,2012,0
CA,HOSPITAL,2012,185
CA,MANUFACTURER,2012,5
CA,MID LEVEL PRACTITIONER,2012,2
CA,NTP,2012,6
CA,PHARMACY,2012,739
CA,PRACTITIONER,2012,87
CA,RESEARCHER,2012,1
CA,REVERSE DISTRIBUTOR,2012,1
CA,TEACHING INSTITUTION,2012,0
CO,ANALYTICAL LAB,2012,0
CO,CANINE HANDLER,2012,1
CO,DISTRIBUTOR,2012,12
CO,HOSPITAL,2012,77
CO,IMPORTER,2012,0
CO,MANUFACTURER,2012,2
CO,MID LEVEL PRACTITIONER,2012,1
CO,NTP,2012,1
CO,PHARMACY,2012,119
CO,PRACTITIONER,2012,43
CO,RESEARCHER,2012,0
CO,TEACHING INSTITUTION,2012,1
CT,ANALYTICAL LAB,2012,1
CT,CANINE HANDLER,2012,0
CT,DISTRIBUTOR,2012,3
CT,EXPORTER,2012,0
CT,HOSPITAL,2012,60
CT,MANUFACTURER,2012,0
CT,MID LEVEL PRACTITIONER,2012,0
CT,NTP,2012,1
CT,PHARMACY,2012,165
CT,PRACTITIONER,2012,10
CT,RESEARCHER,2012,1
DC,DISTRIBUTOR,2012,1
DC,HOSPITAL,2012,3
DC,MID LEVEL PRACTITIONER,2012,0
DC,PHARMACY,2012,96
DC,PRACTITIONER,2012,2
DC,RESEARCHER,2012,2
DC,TEACHING INSTITUTION,2012,0
DE,ANALYTICAL LAB,2012,0
DE,DISTRIBUTOR,2012,0
DE,HOSPITAL,2012,22
DE,MANUFACTURER,2012,0
DE,NTP,2012,0
DE,PHARMACY,2012,16
DE,PRACTITIONER,2012,2
DE,RESEARCHER,2012,0
FL,ANALYTICAL LAB,2012,1
FL,CANINE HANDLER,2012,0
FL,DISTRIBUTOR,2012,56
FL,EXPORTER,2012,0
FL,HOSPITAL,2012,241
FL,IMPORTER,2012,0
FL,MANUFACTURER,2012,4
FL,MID LEVEL PRACTITIONER,2012,2
FL,NTP,2012,1
FL,PHARMACY,2012,890
FL,PRACTITIONER,2012,36
FL,RESEARCHER,2012,2
FL,REVERSE DISTRIBUTOR,2012,15
GA,ANALYTICAL LAB,2012,0
GA,CANINE HANDLER,2012,0
GA,DISTRIBUTOR,2012,47
GA,EXPORTER,2012,0
GA,HOSPITAL,2012,136
GA,MANUFACTURER,2012,5
GA,MID LEVEL PRACTITIONER,2012,1
GA,NTP,2012,2
GA,PHARMACY,2012,262
GA,PRACTITIONER,2012,30
GA,RESEARCHER,2012,1
GA,REVERSE DISTRIBUTOR,2012,0
GU,HOSPITAL,2012,0
GU,PHARMACY,2012,0
HI,DISTRIBUTOR,2012,2
HI,HOSPITAL,2012,10
HI,NTP,2012,0
HI,PHARMACY,2012,19
HI,PRACTITIONER,2012,2
IA,ANALYTICAL LAB,2012,0
IA,CANINE HANDLER,2012,2
IA,DISTRIBUTOR,2012,3
IA,HOSPITAL,2012,13
IA,MID LEVEL PRACTITIONER,2012,0
IA,NTP,2012,0
IA,PHARMACY,2012,63
IA,PRACTITIONER,2012,5
IA,RESEARCHER,2012,0
ID,CANINE HANDLER,2012,2
ID,DISTRIBUTOR,2012,0
ID,HOSPITAL,2012,84
ID,MID LEVEL PRACTITIONER,2012,1
ID,PHARMACY,2012,31
ID,PRACTITIONER,2012,5
IL,ANALYTICAL LAB,2012,0
IL,CANINE HANDLER,2012,2
IL,DISTRIBUTOR,2012,46
IL,EXPORTER,2012,0
IL,HOSPITAL,2012,49
IL,MANUFACTURER,2012,4
IL,MID LEVEL PRACTITIONER,2012,0
IL,NTP,2012,4
IL,PHARMACY,2012,209
IL,PRACTITIONER,2012,25
IL,RESEARCHER,2012,0
IL,REVERSE DISTRIBUTOR,2012,0
IL,TEACHING INSTITUTION,2012,5
IN,ANALYTICAL LAB,2012,0
IN,CANINE HANDLER,2012,0
IN,DISTRIBUTOR,2012,9
IN,HOSPITAL,2012,79
IN,IMPORTER,2012,0
IN,MANUFACTURER,2012,0
IN,MID LEVEL PRACTITIONER,2012,1
IN,NTP,2012,0
IN,PHARMACY,2012,448
IN,PRACTITIONER,2012,10
IN,RESEARCHER,2012,0
IN,REVERSE DISTRIBUTOR,2012,0
KS,CANINE HANDLER,2012,0
KS,DISTRIBUTOR,2012,4
KS,HOSPITAL,2012,29
KS,MANUFACTURER,2012,2
KS,MID LEVEL PRACTITIONER,2012,3
KS,NTP,2012,0
KS,PHARMACY,2012,90
KS,PRACTITIONER,2012,3
KS,RESEARCHER,2012,0
KY,CANINE HANDLER,2012,0
KY,DISTRIBUTOR,2012,57
KY,EXPORTER,2012,0
KY,HOSPITAL,2012,106
KY,IMPORTER,2012,0
KY,MANUFACTURER,2012,0
KY,MID LEVEL PRACTITIONER,2012,0
KY,NTP,2012,6
KY,PHARMACY,2012,236
KY,PRACTITIONER,2012,11
KY,RESEARCHER,2012,0
LA,DISTRIBUTOR,2012,2
LA,HOSPITAL,2012,70
LA,MID LEVEL PRACTITIONER,2012,0
LA,NTP,2012,1
LA,PHARMACY,2012,183
LA,PRACTITIONER,2012,14
MA,CANINE HANDLER,2012,0
MA,DISTRIBUTOR,2012,16
MA,HOSPITAL,2012,71
MA,MANUFACTURER,2012,3
MA,MID LEVEL PRACTITIONER,2012,0
MA,NTP,2012,4
MA,PHARMACY,2012,369
MA,PRACTITIONER,2012,19
MA,RESEARCHER,2012,5
MD,ANALYTICAL LAB,2012,0
MD,DISTRIBUTOR,2012,19
MD,EXPORTER,2012,1
MD,HOSPITAL,2012,59
MD,MANUFACTURER,2012,1
MD,MID LEVEL PRACTITIONER,2012,1
MD,NTP,2012,3
MD,PHARMACY,2012,2076
MD,PRACTITIONER,2012,24
MD,RESEARCHER,2012,0
ME,DISTRIBUTOR,2012,2
ME,HOSPITAL,2012,13
ME,MID LEVEL PRACTITIONER,2012,1
ME,NTP,2012,1
ME,PHARMACY,2012,103
ME,PRACTITIONER,2012,2
ME,RESEARCHER,2012,0
MI,CANINE HANDLER,2012,0
MI,DISTRIBUTOR,2012,26
MI,EXPORTER,2012,0
MI,HOSPITAL,2012,104
MI,IMPORTER,2012,0
MI,MANUFACTURER,2012,1
MI,MID LEVEL PRACTITIONER,2012,1
MI,NTP,2012,0
MI,PHARMACY,2012,1733
MI,PRACTITIONER,2012,5
MI,RESEARCHER,2012,1
MI,REVERSE DISTRIBUTOR,2012,0
MI,TEACHING INSTITUTION,2012,0
MN,ANALYTICAL LAB,2012,2
MN,CANINE HANDLER,2012,0
MN,DISTRIBUTOR,2012,6
MN,HOSPITAL,2012,59
MN,IMPORTER,2012,0
MN,MANUFACTURER,2012,1
MN,MID LEVEL PRACTITIONER,2012,1
MN,NTP,2012,1
MN,PHARMACY,2012,155
MN,PRACTITIONER,2012,12
MN,RESEARCHER,2012,1
MN,REVERSE DISTRIBUTOR,2012,0
MO,ANALYTICAL LAB,2012,0
MO,CANINE HANDLER,2012,0
MO,DISTRIBUTOR,2012,19
MO,HOSPITAL,2012,129
MO,MANUFACTURER,2012,0
MO,MID LEVEL PRACTITIONER,2012,5
MO,NTP,2012,1
MO,PHARMACY,2012,453
MO,PRACTITIONER,2012,9
MO,RESEARCHER,2012,1
MO,TEACHING INSTITUTION,2012,0
MP,PHARMACY,2012,0
MS,DISTRIBUTOR,2012,20
MS,EXPORTER,2012,0
MS,HOSPITAL,2012,32
MS,MANUFACTURER,2012,0
MS,MID LEVEL PRACTITIONER,2012,0
MS,PHARMACY,2012,112
MS,PRACTITIONER,2012,5
MS,RESEARCHER,2012,0
MT,HOSPITAL,2012,25
MT,MID LEVEL PRACTITIONER,2012,0
MT,NTP,2012,1
MT,PHARMACY,2012,29
MT,PRACTITIONER,2012,2
NC,ANALYTICAL LAB,2012,1
NC,CANINE HANDLER,2012,0
NC,DISTRIBUTOR,2012,29
NC,EXPORTER,2012,0
NC,HOSPITAL,2012,158
NC,IMPORTER,2012,0
NC,MANUFACTURER,2012,2
NC,MID LEVEL PRACTITIONER,2012,31
NC,NTP,2012,1
NC,PHARMACY,2012,327
NC,PRACTITIONER,2012,26
NC,RESEARCHER,2012,3
NC,REVERSE DISTRIBUTOR,2012,0
NC,TEACHING INSTITUTION,2012,0
ND,DISTRIBUTOR,2012,0
ND,HOSPITAL,2012,22
ND,IMPORTER,2012,0
ND,MANUFACTURER,2012,0
ND,NTP,2012,0
ND,PHARMACY,2012,19
ND,PRACTITIONER,2012,3
NE,DISTRIBUTOR,2012,7
NE,HOSPITAL,2012,7
NE,MANUFACTURER,2012,0
NE,MID LEVEL PRACTITIONER,2012,1
NE,PHARMACY,2012,50
NE,PRACTITIONER,2012,2
NE,RESEARCHER,2012,0
NH,DISTRIBUTOR,2012,3
NH,HOSPITAL,2012,31
NH,IMPORTER,2012,0
NH,MID LEVEL PRACTITIONER,2012,0
NH,NTP,2012,1
NH,PHARMACY,2012,232
NH,PRACTITIONER,2012,8
NJ,ANALYTICAL LAB,2012,0
NJ,CANINE HANDLER,2012,0
NJ,DISTRIBUTOR,2012,57
NJ,EXPORTER,2012,1
NJ,HOSPITAL,2012,18
NJ,IMPORTER,2012,0
NJ,MANUFACTURER,2012,2
NJ,MID LEVEL PRACTITIONER,2012,0
NJ,NTP,2012,2
NJ,PHARMACY,2012,213
NJ,PRACTITIONER,2012,25
NJ,RESEARCHER,2012,1
NM,HOSPITAL,2012,99
NM,MANUFACTURER,2012,0
NM,MID LEVEL PRACTITIONER,2012,4
NM,NTP,2012,0
NM,PHARMACY,2012,45
NM,PRACTITIONER,2012,8
NM,TEACHING INSTITUTION,2012,0
NV,DISTRIBUTOR,2012,1
NV,HOSPITAL,2012,29
NV,MANUFACTURER,2012,0
NV,MID LEVEL PRACTITIONER,2012,2
NV,NTP,2012,0
NV,PHARMACY,2012,185
NV,PRACTITIONER,2012,6
NV,RESEARCHER,2012,0
NY,ANALYTICAL LAB,2012,0
NY,DISTRIBUTOR,2012,50
NY,HOSPITAL,2012,70
NY,IMPORTER,2012,0
NY,MANUFACTURER,2012,10
NY,MID LEVEL PRACTITIONER,2012,1
NY,NTP,2012,20
NY,PHARMACY,2012,387
NY,PRACTITIONER,2012,40
NY,RESEARCHER,2012,1
NY,TEACHING INSTITUTION,2012,0
OH,ANALYTICAL LAB,2012,0
OH,DISTRIBUTOR,2012,121
OH,HOSPITAL,2012,205
OH,IMPORTER,2012,0
OH,MANUFACTURER,2012,6
OH,MID LEVEL PRACTITIONER,2012,17
OH,NTP,2012,0
OH,PHARMACY,2012,2074
OH,PRACTITIONER,2012,15
OH,RESEARCHER,2012,3
OH,REVERSE DISTRIBUTOR,2012,0
OH,TEACHING INSTITUTION,2012,0
OK,ANALYTICAL LAB,2012,0
OK,CANINE HANDLER,2012,1
OK,DISTRIBUTOR,2012,15
OK,HOSPITAL,2012,76
OK,MANUFACTURER,2012,3
OK,MID LEVEL PRACTITIONER,2012,1
OK,NTP,2012,0
OK,PHARMACY,2012,110
OK,PRACTITIONER,2012,15
OK,REVERSE DISTRIBUTOR,2012,0
OR,DISTRIBUTOR,2012,3
OR,HOSPITAL,2012,61
OR,MANUFACTURER,2012,0
OR,MID LEVEL PRACTITIONER,2012,0
OR,NTP,2012,0
OR,PHARMACY,2012,65
OR,PRACTITIONER,2012,12
PA,ANALYTICAL LAB,2012,0
PA,DISTRIBUTOR,2012,20
PA,HOSPITAL,2012,195
PA,MANUFACTURER,2012,7
PA,MID LEVEL PRACTITIONER,2012,1
PA,NTP,2012,0
PA,PHARMACY,2012,488
PA,PRACTITIONER,2012,24
PA,RESEARCHER,2012,3
PA,REVERSE DISTRIBUTOR,2012,0
PR,ANALYTICAL LAB,2012,0
PR,CANINE HANDLER,2012,0
PR,DISTRIBUTOR,2012,4
PR,EXPORTER,2012,0
PR,HOSPITAL,2012,0
PR,MANUFACTURER,2012,0
PR,NTP,2012,0
PR,PHARMACY,2012,13
RI,DISTRIBUTOR,2012,3
RI,EXPORTER,2012,0
RI,HOSPITAL,2012,10
RI,MANUFACTURER,2012,0
RI,NTP,2012,0
RI,PHARMACY,2012,54
RI,PRACTITIONER,2012,1
SC,ANALYTICAL LAB,2012,0
SC,CANINE HANDLER,2012,0
SC,DISTRIBUTOR,2012,20
SC,HOSPITAL,2012,54
SC,IMPORTER,2012,0
SC,MANUFACTURER,2012,0
SC,MID LEVEL PRACTITIONER,2012,1
SC,NTP,2012,0
SC,PHARMACY,2012,275
SC,PRACTITIONER,2012,12
SC,RESEARCHER,2012,0
SD,HOSPITAL,2012,36
SD,MID LEVEL PRACTITIONER,2012,0
SD,PHARMACY,2012,13
SD,PRACTITIONER,2012,2
TN,ANALYTICAL LAB,2012,0
TN,DISTRIBUTOR,2012,253
TN,EXPORTER,2012,2
TN,HOSPITAL,2012,165
TN,IMPORTER,2012,0
TN,MANUFACTURER,2012,1
TN,MID LEVEL PRACTITIONER,2012,5
TN,NTP,2012,0
TN,PHARMACY,2012,485
TN,PRACTITIONER,2012,18
TN,RESEARCHER,2012,1
TN,REVERSE DISTRIBUTOR,2012,2
TX,ANALYTICAL LAB,2012,0
TX,CANINE HANDLER,2012,0
TX,DISTRIBUTOR,2012,82
TX,HOSPITAL,2012,312
TX,MANUFACTURER,2012,1
TX,MID LEVEL PRACTITIONER,2012,20
TX,NTP,2012,1
TX,PHARMACY,2012,653
TX,PRACTITIONER,2012,56
TX,RESEARCHER,2012,0
TX,REVERSE DISTRIBUTOR,2012,54
TX,TEACHING INSTITUTION,2012,0
UT,ANALYTICAL LAB,2012,0
UT,DISTRIBUTOR,2012,5
UT,HOSPITAL,2012,53
UT,MANUFACTURER,2012,0
UT,MID LEVEL PRACTITIONER,2012,0
UT,NTP,2012,0
UT,PHARMACY,2012,78
UT,PRACTITIONER,2012,10
UT,RESEARCHER,2012,1
VA,ANALYTICAL LAB,2012,0
VA,CANINE HANDLER,2012,1
VA,DISTRIBUTOR,2012,14
VA,HOSPITAL,2012,59
VA,IMPORTER,2012,0
VA,MANUFACTURER,2012,0
VA,MID LEVEL PRACTITIONER,2012,3
VA,NTP,2012,0
VA,PHARMACY,2012,375
VA,PRACTITIONER,2012,24
VA,RESEARCHER,2012,0
VA,TEACHING INSTITUTION,2012,0
VI,HOSPITAL,2012,0
VI,PHARMACY,2012,4
VT,CANINE HANDLER,2012,0
VT,DISTRIBUTOR,2012,1
VT,HOSPITAL,2012,4
VT,MANUFACTURER,2012,0
VT,MID LEVEL PRACTITIONER,2012,0
VT,NTP,2012,0
VT,PHARMACY,2012,16
VT,PRACTITIONER,2012,0
VT,TEACHING INSTITUTION,2012,0
WA,DISTRIBUTOR,2012,15
WA,HOSPITAL,2012,41
WA,MANUFACTURER,2012,0
WA,MID LEVEL PRACTITIONER,2012,0
WA,NTP,2012,1
WA,PHARMACY,2012,167
WA,PRACTITIONER,2012,21
WA,RESEARCHER,2012,2
WI,DISTRIBUTOR,2012,22
WI,HOSPITAL,2012,34
WI,IMPORTER,2012,0
WI,MID LEVEL PRACTITIONER,2012,1
WI,NTP,2012,0
WI,PHARMACY,2012,116
WI,PRACTITIONER,2012,9
WI,RESEARCHER,2012,1
WI,REVERSE DISTRIBUTOR,2012,98
WV,CANINE HANDLER,2012,0
WV,DISTRIBUTOR,2012,17
WV,HOSPITAL,2012,35
WV,IMPORTER,2012,0
WV,MANUFACTURER,2012,0
WV,MID LEVEL PRACTITIONER,2012,2
WV,NTP,2012,2
WV,PHARMACY,2012,78
WV,PRACTITIONER,2012,3
WY,CANINE HANDLER,2012,0
WY,HOSPITAL,2012,8
WY,IMPORTER,2012,2
WY,MID LEVEL PRACTITIONER,2012,0
WY,PHARMACY,2012,20
WY,PRACTITIONER,2012,0
AK,DISTRIBUTOR,2013,1
AK,HOSPITAL,2013,25
AK,MID LEVEL PRACTITIONER,2013,0
AK,PHARMACY,2013,14
AK,PRACTITIONER,2013,0
AL,ANALYTICAL LAB,2013,0
AL,DISTRIBUTOR,2013,38
AL,EXPORTER,2013,0
AL,HOSPITAL,2013,55
AL,MANUFACTURER,2013,3
AL,MID LEVEL PRACTITIONER,2013,0
AL,NTP,2013,1
AL,PHARMACY,2013,203
AL,PRACTITIONER,2013,12
AL,RESEARCHER,2013,0
AP,HOSPITAL,2013,1
AR,CANINE HANDLER,2013,0
AR,DISTRIBUTOR,2013,38
AR,HOSPITAL,2013,52
AR,MANUFACTURER,2013,0
AR,MID LEVEL PRACTITIONER,2013,0
AR,NTP,2013,0
AR,PHARMACY,2013,95
AR,PRACTITIONER,2013,11
AR,RESEARCHER,2013,0
AS,HOSPITAL,2013,0
AZ,ANALYTICAL LAB,2013,0
AZ,CANINE HANDLER,2013,0
AZ,DISTRIBUTOR,2013,12
AZ,HOSPITAL,2013,79
AZ,MANUFACTURER,2013,0
AZ,MID LEVEL PRACTITIONER,2013,0
AZ,NTP,2013,1
AZ,PHARMACY,2013,1405
AZ,PRACTITIONER,2013,42
AZ,RESEARCHER,2013,0
CA,CANINE HANDLER,2013,0
CA,DISTRIBUTOR,2013,87
CA,EXPORTER,2013,0
CA,HOSPITAL,2013,218
CA,MANUFACTURER,2013,8
CA,MID LEVEL PRACTITIONER,2013,1
CA,NTP,2013,4
CA,PHARMACY,2013,710
CA,PRACTITIONER,2013,142
CA,RESEARCHER,2013,1
CA,REVERSE DISTRIBUTOR,2013,2
CA,TEACHING INSTITUTION,2013,0
CO,ANALYTICAL LAB,2013,1
CO,CANINE HANDLER,2013,0
CO,DISTRIBUTOR,2013,14
CO,HOSPITAL,2013,104
CO,IMPORTER,2013,0
CO,MANUFACTURER,2013,1
CO,MID LEVEL PRACTITIONER,2013,10
CO,NTP,2013,0
CO,PHARMACY,2013,91
CO,PRACTITIONER,2013,23
CO,RESEARCHER,2013,1
CO,TEACHING INSTITUTION,2013,0
CT,ANALYTICAL LAB,2013,0
CT,CANINE HANDLER,2013,1
CT,DISTRIBUTOR,2013,9
CT,EXPORTER,2013,0
CT,HOSPITAL,2013,48
CT,MANUFACTURER,2013,0
CT,MID LEVEL PRACTITIONER,2013,0
CT,NTP,2013,1
CT,PHARMACY,2013,170
CT,PRACTITIONER,2013,10
CT,RESEARCHER,2013,1
DC,DISTRIBUTOR,2013,0
DC,HOSPITAL,2013,4
DC,MID LEVEL PRACTITIONER,2013,0
DC,PHARMACY,2013,75
DC,PRACTITIONER,2013,1
DC,RESEARCHER,2013,0
DC,TEACHING INSTITUTION,2013,0
DE,ANALYTICAL LAB,2013,1
DE,DISTRIBUTOR,2013,0
DE,HOSPITAL,2013,12
DE,MANUFACTURER,2013,0
DE,NTP,2013,0
DE,PHARMACY,2013,19
DE,PRACTITIONER,2013,1
DE,RESEARCHER,2013,0
FL,ANALYTICAL LAB,2013,0
FL,CANINE HANDLER,2013,1
FL,DISTRIBUTOR,2013,53
FL,EXPORTER,2013,0
FL,HOSPITAL,2013,213
FL,IMPORTER,2013,0
FL,MANUFACTURER,2013,4
FL,MID LEVEL PRACTITIONER,2013,0
FL,NTP,2013,4
FL,PHARMACY,2013,682
FL,PRACTITIONER,2013,51
FL,RESEARCHER,2013,1
FL,REVERSE DISTRIBUTOR,2013,20
GA,ANALYTICAL LAB,2013,1
GA,CANINE HANDLER,2013,0
GA,DISTRIBUTOR,2013,52
GA,EXPORTER,2013,0
GA,HOSPITAL,2013,128
GA,MANUFACTURER,2013,1
GA,MID LEVEL PRACTITIONER,2013,1
GA,NTP,2013,4
GA,PHARMACY,2013,246
GA,PRACTITIONER,2013,21
GA,RESEARCHER,2013,2
GA,REVERSE DISTRIBUTOR,2013,1
GU,HOSPITAL,2013,0
GU,PHARMACY,2013,0
HI,DISTRIBUTOR,2013,3
HI,HOSPITAL,2013,7
HI,NTP,2013,0
HI,PHARMACY,2013,21
HI,PRACTITIONER,2013,0
IA,ANALYTICAL LAB,2013,0
IA,CANINE HANDLER,2013,1
IA,DISTRIBUTOR,2013,1
IA,HOSPITAL,2013,10
IA,MID LEVEL PRACTITIONER,2013,0
IA,NTP,2013,0
IA,PHARMACY,2013,78
IA,PRACTITIONER,2013,6
IA,RESEARCHER,2013,0
ID,CANINE HANDLER,2013,0
ID,DISTRIBUTOR,2013,0
ID,HOSPITAL,2013,62
ID,MID LEVEL PRACTITIONER,2013,1
ID,PHARMACY,2013,41
ID,PRACTITIONER,2013,5
IL,ANALYTICAL LAB,2013,0
